j,t,mu,f,delta f,GPD type,flavor
0,-1.51,2,0.1935994518472693,0.0096799725923634,0,NS
0,-0.01,2,-0.3490511014365471,0.0305217950664364,1,S
0,-0.11,2,-0.2698920755616794,0.0580263703464601,1,S
0,-0.21,2,-0.2362366280547905,0.0496322000276629,1,S
0,-0.31,2,-0.2035586451094145,0.0442713609593974,1,S
0,-0.41,2,-0.1734273196695871,0.0401415906078317,1,S
0,-0.51,2,-0.1474044087544056,0.0365055173830564,1,S
0,-0.6100000000000001,2,-0.1254777063186422,0.0330481181243211,1,S
0,-0.7100000000000001,2,-0.1071049794174277,0.0297072228051649,1,S
0,-0.81,2,-0.091677363204403,0.0265224601561926,1,S
0,-0.91,2,-0.0786596129826099,0.023551431409221,1,S
0,-1.01,2,-0.067614684039555,0.0208367032873874,1,S
0,-1.11,2,-0.0581938176040419,0.0183986778006213,1,S
0,-1.2100000000000002,2,-0.0501196104763804,0.0162386945640119,1,S
0,-1.31,2,-0.0431703210277584,0.0143447917741624,1,S
0,-1.41,2,-0.0371672480740551,0.012697084805943,1,S
0,-1.51,2,-0.0319650659877331,0.0112718586450338,1,S
0,-0.01,2,3.587837184872821,0.179391859243641,1,NS
0,-0.11,2,2.671455364136805,0.1335727682068402,1,NS
0,-0.21,2,2.093821384220721,0.104691069211036,1,NS
0,-0.31,2,1.6939954427224686,0.0846997721361234,1,NS
0,-0.41,2,1.3994044448044924,0.0699702222402246,1,NS
0,-0.51,2,1.1739387292688752,0.0586969364634437,1,NS
0,-0.6100000000000001,2,0.996884134152388,0.0498442067076194,1,NS
0,-0.7100000000000001,2,0.8551642614857873,0.0427582130742893,1,NS
0,-0.81,2,0.7399931404559688,0.0369996570227984,1,NS
0,-0.91,2,0.6452107670385588,0.0322605383519279,1,NS
0,-1.01,2,0.5663625451169261,0.0283181272558463,1,NS
0,-1.11,2,0.5001495180680873,0.0250074759034043,1,NS
0,-1.2100000000000002,2,0.4440812090654457,0.0222040604532722,1,NS
0,-1.31,2,0.3962470877254623,0.0198123543862731,1,NS
0,-1.41,2,0.3551612143861882,0.0177580607193094,1,NS
0,-1.51,2,0.3196538806415987,0.0159826940320799,1,NS
0,-0.17,2,2.270734,0.6840150023484116,0,S
0,-0.65,2,1.340932,0.4040664915736083,0,S
0,-1.38,2,0.7800318,0.2406691717178334,0,S
0,-0.34,2,1.792254,0.5398668275320728,0,S
0,-0.81,2,1.09533,0.3308404844742809,0,S
0,-1.52,2,0.5682744,0.1760768120464077,0,S
0,-1.24,2,0.7346491,0.2237678577279342,0,S
0,-0.69,2,1.308292,0.3937209144267121,0,S
0,-1.38,2,0.6922986,0.2091119792319866,0,S
1,-0.17,2,0.492273,0.1491674933342167,0,S
1,-0.65,2,0.3834299,0.116547614516561,0,S
1,-1.38,2,0.2722512,0.0844663293316437,0,S
1,-0.34,2,0.4104237,0.1245940017294291,0,S
1,-0.81,2,0.3122573,0.0947181307948642,0,S
1,-1.52,2,0.2115152,0.0660393233967891,0,S
1,-1.24,2,0.2490443,0.076803096696738,0,S
1,-0.69,2,0.371866,0.1126669912224024,0,S
1,-1.38,2,0.2435937,0.074490584882887,0,S
2,-0.17,2,0.1614467,0.0495230749774536,0,S
2,-0.65,2,0.1210397,0.0369877032857562,0,S
2,-1.38,2,0.0882172,0.0280210793898236,0,S
2,-0.34,2,0.1379742,0.0423798050028496,0,S
2,-0.81,2,0.106461,0.0332701254395244,0,S
2,-1.52,2,0.0712112,0.0242855708513038,0,S
2,-1.24,2,0.0890284,0.0287009074698065,0,S
2,-0.69,2,0.1252693,0.0393962509002531,0,S
2,-1.38,2,0.0820905,0.0254478743633733,0,S
3,-0.17,2,0.0711979,0.0252873280662271,0,S
3,-0.65,2,0.0595074,0.0210625895010774,0,S
3,-1.38,2,0.0493509,0.0179722836172201,0,S
3,-0.34,2,0.0601705,0.0211268869253991,0,S
3,-0.81,2,0.0503166,0.0178138411707247,0,S
3,-1.52,2,0.0376799,0.0140885223198297,0,S
3,-1.24,2,0.0427163,0.0165872050803322,0,S
3,-0.69,2,0.0522792,0.01864565163946,0,S
3,-1.38,2,0.0424181,0.0142791294742116,0,S
4,-0.17,2,0.03125,0.0129895192020998,0,S
4,-0.65,2,0.0215864,0.0083955082261814,0,S
4,-1.38,2,0.0150747,0.0101322460095639,0,S
4,-0.34,2,0.0262133,0.0098053608258358,0,S
4,-0.81,2,0.019276,0.0101858488287672,0,S
4,-1.52,2,0.018995,0.0127119839009849,0,S
4,-1.24,2,0.0159995,0.0087088667988493,0,S
4,-0.69,2,0.0136373,0.0123917528689124,0,S
4,-1.38,2,0.0119052,0.0059143020051397,0,S
0,-0.17,2,0.8511698,0.2576355863091665,0,NS
0,-0.65,2,0.6070662,0.1838793814087607,0,NS
0,-1.38,2,0.3958998,0.1232086979569076,0,NS
0,-0.34,2,0.7021777,0.2154398822650722,0,NS
0,-0.81,2,0.4873734,0.149654682293543,0,NS
0,-1.52,2,0.3203898,0.1039750217668479,0,NS
0,-1.24,2,0.3587462,0.1145762289246997,0,NS
0,-0.69,2,0.5731263,0.1729371382957431,0,NS
0,-1.38,2,0.3755473,0.1147558626913435,0,NS
1,-0.17,2,0.2466747,0.0755648726064498,0,NS
1,-0.65,2,0.1934379,0.0593767869041917,0,NS
1,-1.38,2,0.1372317,0.0433824948435437,0,NS
1,-0.34,2,0.2052056,0.062894659496966,0,NS
1,-0.81,2,0.1679056,0.0514983773658403,0,NS
1,-1.52,2,0.1309333,0.0420589503923077,0,NS
1,-1.24,2,0.1450611,0.0454873552346781,0,NS
1,-0.69,2,0.1869628,0.0569259052603443,0,NS
1,-1.38,2,0.1290263,0.0400857708021711,0,NS
2,-0.17,2,0.0858214,0.0268745098809694,0,NS
2,-0.65,2,0.0682852,0.0212526783743884,0,NS
2,-1.38,2,0.0533793,0.0183114967602735,0,NS
2,-0.34,2,0.0783532,0.0245208405940473,0,NS
2,-0.81,2,0.0677742,0.0210573319987904,0,NS
2,-1.52,2,0.0466865,0.0169791349262418,0,NS
2,-1.24,2,0.0639277,0.0207819483345142,0,NS
2,-0.69,2,0.0701457,0.0223809236292935,0,NS
2,-1.38,2,0.0495251,0.0157027169770264,0,NS
3,-0.17,2,0.0420295,0.0149598273410968,0,NS
3,-0.65,2,0.0360695,0.012998925299067,0,NS
3,-1.38,2,0.0230142,0.0085946448476158,0,NS
3,-0.34,2,0.0376223,0.0134839040156337,0,NS
3,-0.81,2,0.0299984,0.0105157521633024,0,NS
3,-1.52,2,0.0185352,0.0076098997866098,0,NS
3,-1.24,2,0.0256836,0.0094908880842231,0,NS
3,-0.69,2,0.028861,0.0114893663469037,0,NS
3,-1.38,2,0.0259871,0.0090318623792141,0,NS
4,-0.17,2,0.0186668,0.0094552351739528,0,NS
4,-0.65,2,0.0142909,0.005716661797118,0,NS
4,-1.38,2,0.0116885,0.0085698256661943,0,NS
4,-0.34,2,0.0202572,0.0087555169795908,0,NS
4,-0.81,2,0.0172381,0.006729026359962,0,NS
4,-1.52,2,0.0116283,0.0084538713247858,0,NS
4,-1.24,2,0.0169071,0.0077753427825273,0,NS
4,-0.69,2,0.0092624,0.0091300839463744,0,NS
4,-1.38,2,0.0096353,0.004616073959186,0,NS
0,-0.17,2,0.1017961,0.1982590436983365,1,S
0,-0.65,2,0.046303,0.0658280340891546,1,S
0,-1.38,2,0.0035229,0.0450835195351228,1,S
0,-0.34,2,-0.0040258,0.1694353044583908,1,S
0,-0.81,2,0.0135797,0.0666172445995907,1,S
0,-1.52,2,0.0741983,0.0602476410103972,1,S
0,-1.24,2,0.0105033,0.0589601489251189,1,S
0,-0.69,2,0.0269733,0.0587477888819017,1,S
0,-1.38,2,0.030917,0.0307148895653232,1,S
1,-0.17,2,0.0253437,0.0365593532775471,1,S
1,-0.65,2,0.0329739,0.0216157167474455,1,S
1,-1.38,2,-0.0028241,0.0171906502823627,1,S
1,-0.34,2,0.0240778,0.0391328969559781,1,S
1,-0.81,2,0.0130898,0.018276560066205,1,S
1,-1.52,2,0.0213014,0.0295033357507248,1,S
1,-1.24,2,0.0239259,0.0272905383652081,1,S
1,-0.69,2,0.0224555,0.0372182374828913,1,S
1,-1.38,2,0.014853,0.0118471541887703,1,S
2,-0.17,2,0.0153907,0.0205536135146158,1,S
2,-0.65,2,0.0234722,0.0160496831123608,1,S
2,-1.38,2,0.0347715,0.0158699726371345,1,S
2,-0.34,2,0.0026161,0.0241655279242415,1,S
2,-0.81,2,0.0078394,0.0125941075792332,1,S
2,-1.52,2,0.0058999,0.0178662098897136,1,S
2,-1.24,2,0.0185974,0.0144798364039273,1,S
2,-0.69,2,0.0198133,0.0472914426128892,1,S
2,-1.38,2,0.0037572,0.0063651985783961,1,S
3,-0.17,2,0.0096705,0.0126719287266027,1,S
3,-0.65,2,0.0076932,0.0080382910490449,1,S
3,-1.38,2,0.0037119,0.0069801998788074,1,S
3,-0.34,2,0.0245252,0.0157199790473938,1,S
3,-0.81,2,0.0114797,0.0102572654426343,1,S
3,-1.52,2,-0.0013127,0.0144684104731169,1,S
3,-1.24,2,0.0084608,0.0088781786521371,1,S
3,-0.69,2,-0.0007575,0.0300432594823281,1,S
3,-1.38,2,0.0058602,0.0048302166768343,1,S
4,-0.17,2,0.0114124,0.0176868852306136,1,S
4,-0.65,2,0.0079814,0.0125602518981308,1,S
4,-1.38,2,0.0144196,0.0106321389255483,1,S
4,-0.34,2,0.0131882,0.0215145591007856,1,S
4,-0.81,2,0.0030892,0.0117035410454144,1,S
4,-1.52,2,0.0050391,0.0171651982174078,1,S
4,-1.24,2,0.0094877,0.0120471388910811,1,S
4,-0.69,2,0.0087845,0.0579321424610845,1,S
4,-1.38,2,0.0017667,0.0056451487815175,1,S
0,-0.17,2,1.964229,0.6087043898630106,1,NS
0,-0.65,2,1.10729,0.336685729689578,1,NS
0,-1.38,2,0.5606694,0.1741240150568338,1,NS
0,-0.34,2,1.547214,0.4791298454350762,1,NS
0,-0.81,2,0.8947223,0.2761596887600523,1,NS
0,-1.52,2,0.4429384,0.1512862481741579,1,NS
0,-1.24,2,0.6087222,0.1912591520551936,1,NS
0,-0.69,2,1.072639,0.3246330698903641,1,NS
0,-1.38,2,0.519816,0.1598809487977304,1,NS
1,-0.17,2,0.2466721,0.082756062368064,1,NS
1,-0.65,2,0.1920324,0.0615683709613824,1,NS
1,-1.38,2,0.1139544,0.0397130704076441,1,NS
1,-0.34,2,0.2564657,0.0844183307492756,1,NS
1,-0.81,2,0.1638386,0.0548577361714352,1,NS
1,-1.52,2,0.0829763,0.0328923260435089,1,NS
1,-1.24,2,0.1242316,0.0433318439634964,1,NS
1,-0.69,2,0.214816,0.0665931625813108,1,NS
1,-1.38,2,0.1144524,0.0370768012277057,1,NS
2,-0.17,2,0.1138918,0.0442996170505852,1,NS
2,-0.65,2,0.0786558,0.0280199560390037,1,NS
2,-1.38,2,0.0576034,0.020902467376683,1,NS
2,-0.34,2,0.0649295,0.0273685049989107,1,NS
2,-0.81,2,0.0458914,0.0187777535086814,1,NS
2,-1.52,2,0.0168267,0.0192487439709971,1,NS
2,-1.24,2,0.0395315,0.0197663420049866,1,NS
2,-0.69,2,0.0608347,0.0217318724576829,1,NS
2,-1.38,2,0.0307582,0.0118602319956385,1,NS
3,-0.17,2,0.0344191,0.0198277147922245,1,NS
3,-0.65,2,0.0313644,0.0132418186420811,1,NS
3,-1.38,2,0.0209866,0.0111955796491617,1,NS
3,-0.34,2,0.0408709,0.0177267561428762,1,NS
3,-0.81,2,0.0190085,0.0105717115045438,1,NS
3,-1.52,2,0.0011282,0.0119185767096788,1,NS
3,-1.24,2,0.0129086,0.0094762899017419,1,NS
3,-0.69,2,0.0209364,0.0136956483193202,1,NS
3,-1.38,2,0.0159037,0.0074268244566401,1,NS
4,-0.17,2,0.0329829,0.0277861372768688,1,NS
4,-0.65,2,0.0218556,0.0158412772302235,1,NS
4,-1.38,2,0.0162827,0.0107510371118941,1,NS
4,-0.34,2,0.0102351,0.0161905976082972,1,NS
4,-0.81,2,0.0053245,0.0113521030883312,1,NS
4,-1.52,2,0.0003866,0.0198029896324494,1,NS
4,-1.24,2,0.0045934,0.0132456168111568,1,NS
4,-0.69,2,0.0074222,0.0104958385934855,1,NS
4,-1.38,2,0.0014763,0.0064013464955545,1,NS
0,-0.17,2,0.5543296,0.17023791605303,2,S
0,-0.65,2,0.4270359,0.1316333426889168,2,S
0,-1.38,2,0.3131548,0.0996681373794539,2,S
0,-0.34,2,0.5305209,0.1645092822935791,2,S
0,-0.81,2,0.4068024,0.1266544270375516,2,S
0,-1.52,2,0.2170841,0.0715168802552865,2,S
0,-1.24,2,0.2964588,0.0964264455019016,2,S
0,-0.69,2,0.4243142,0.1289880308515348,2,S
0,-1.38,2,0.289949,0.0893987466019904,2,S
1,-0.17,2,0.1838451,0.0564147047804107,2,S
1,-0.65,2,0.1617174,0.0497902043422398,2,S
1,-1.38,2,0.1354616,0.0425751630829853,2,S
1,-0.34,2,0.1497136,0.0480158830897652,2,S
1,-0.81,2,0.1469205,0.0462137539670886,2,S
1,-1.52,2,0.1180945,0.0372608318400502,2,S
1,-1.24,2,0.1134092,0.036614916713625,2,S
1,-0.69,2,0.1566835,0.0485521036187609,2,S
1,-1.38,2,0.118956,0.0371350033794006,2,S
2,-0.17,2,0.0718346,0.0226105467260943,2,S
2,-0.65,2,0.0654039,0.0203954875294203,2,S
2,-1.38,2,0.0467979,0.015897525354211,2,S
2,-0.34,2,0.0753115,0.0236120851819906,2,S
2,-0.81,2,0.0620059,0.0193702054256143,2,S
2,-1.52,2,0.0432049,0.0149405871698427,2,S
2,-1.24,2,0.0568654,0.0184253359646564,2,S
2,-0.69,2,0.0534893,0.0167554187014767,2,S
2,-1.38,2,0.046512,0.0147515534027415,2,S
3,-0.17,2,0.0364194,0.0144993863475928,2,S
3,-0.65,2,0.0322189,0.0125136795881622,2,S
3,-1.38,2,0.0278184,0.0108317489035896,2,S
3,-0.34,2,0.0320016,0.0132279014979928,2,S
3,-0.81,2,0.0303465,0.0122156644597558,2,S
3,-1.52,2,0.0216891,0.0096808170133477,2,S
3,-1.24,2,0.0254212,0.0103942402668309,2,S
3,-0.69,2,0.032776,0.0128837673955551,2,S
3,-1.38,2,0.0261747,0.0101183572689392,2,S
4,-0.17,2,0.0161535,0.007609689864681,2,S
4,-0.65,2,0.0140443,0.0060741601469158,2,S
4,-1.38,2,0.0078663,0.0056090702272904,2,S
4,-0.34,2,0.0191909,0.0086803491474594,2,S
4,-0.81,2,0.0155297,0.0064926863088829,2,S
4,-1.52,2,0.0130288,0.0068853277139907,2,S
4,-1.24,2,0.0133705,0.0072536159971388,2,S
4,-0.69,2,0.0097242,0.0045166106687222,2,S
4,-1.38,2,0.0089223,0.0044682171409411,2,S
0,-0.17,2,0.9897247,0.300869828902695,2,NS
0,-0.65,2,0.7331391,0.2223656781946191,2,NS
0,-1.38,2,0.48514,0.1487381587112819,2,NS
0,-0.34,2,0.8265755,0.2521765721611398,2,NS
0,-0.81,2,0.6088923,0.1854275723112625,2,NS
0,-1.52,2,0.3507407,0.110798254640019,2,NS
0,-1.24,2,0.4909431,0.1520688684279179,2,NS
0,-0.69,2,0.699256,0.2116905235155416,2,NS
0,-1.38,2,0.5022948,0.1522119127305432,2,NS
1,-0.17,2,0.2618061,0.0807966776773216,2,NS
1,-0.65,2,0.2234399,0.0690102595070109,2,NS
1,-1.38,2,0.1806478,0.0566459231776232,2,NS
1,-0.34,2,0.2153858,0.066710533071922,2,NS
1,-0.81,2,0.191521,0.0593771781095439,2,NS
1,-1.52,2,0.1425237,0.0449673609216129,2,NS
1,-1.24,2,0.1587478,0.0496640026483941,2,NS
1,-0.69,2,0.2211013,0.0675590073532478,2,NS
1,-1.38,2,0.1726805,0.0530753651956055,2,NS
2,-0.17,2,0.0910953,0.0280737392178584,2,NS
2,-0.65,2,0.077416,0.0238023750520716,2,NS
2,-1.38,2,0.0621229,0.0199215316454966,2,NS
2,-0.34,2,0.0940188,0.0288492853854483,2,NS
2,-0.81,2,0.0741297,0.0229147975687398,2,NS
2,-1.52,2,0.0513958,0.0171593342070546,2,NS
2,-1.24,2,0.0645845,0.0218670256029163,2,NS
2,-0.69,2,0.0757484,0.0234003692838262,2,NS
2,-1.38,2,0.061241,0.0189156518429816,2,NS
3,-0.17,2,0.0458811,0.0170335124154062,2,NS
3,-0.65,2,0.0408268,0.01540722841639,2,NS
3,-1.38,2,0.034412,0.013992749543024,2,NS
3,-0.34,2,0.0443369,0.0172773556166243,2,NS
3,-0.81,2,0.0389465,0.0154254452550129,2,NS
3,-1.52,2,0.0277236,0.0114585040949556,2,NS
3,-1.24,2,0.0331071,0.0129962687462605,2,NS
3,-0.69,2,0.0389229,0.014555526172929,2,NS
3,-1.38,2,0.0339572,0.011937710686124,2,NS
4,-0.17,2,0.017209,0.0067275004128018,2,NS
4,-0.65,2,0.0154052,0.0061056240888836,2,NS
4,-1.38,2,0.0115275,0.0069665965020707,2,NS
4,-0.34,2,0.0218332,0.0078725981060475,2,NS
4,-0.81,2,0.0186249,0.0070111046265903,2,NS
4,-1.52,2,0.0135728,0.0073050225139587,2,NS
4,-1.24,2,0.0196531,0.0113536448376688,2,NS
4,-0.69,2,0.0155186,0.0064466205512352,2,NS
4,-1.38,2,0.0099218,0.0044942119105232,2,NS
0,-0.01,2,77.68801167,24.56710637669413,3,u
0,-0.11,2,7.99897871,2.5294991678795484,3,u
0,-0.21,2,2.837070719,0.897160535532777,3,u
0,-0.31,2,1.438325704,0.4548385240540245,3,u
0,-0.41,2,0.867042713,0.2741829800783,3,u
0,-0.51,2,0.579120976,0.1831341326204619,3,u
0,-0.61,2,0.413996312,0.1309171288197242,3,u
0,-0.71,2,0.310605087,0.0982219528703439,3,u
0,-0.81,2,0.241611232,0.0764041800766903,3,u
0,-0.91,2,0.193290691,0.0611238833751581,3,u
0,-0.01,2,-70.84029865,22.40166938605512,3,d
0,-0.11,2,-7.1329424,2.2556344402787825,3,d
0,-0.21,2,-2.519210251,0.7966442297688248,3,d
0,-0.31,2,-1.274889256,0.4031553814702397,3,d
0,-0.41,2,-0.767759758,0.2427869531732136,3,d
0,-0.51,2,-0.51248502,0.1620619929916945,3,d
0,-0.61,2,-0.366201213,0.1158029914047779,3,d
0,-0.71,2,-0.274658974,0.0868547936380056,3,d
0,-0.81,2,-0.213597852,0.0675455715007096,3,d
0,-0.91,2,-0.17084706,0.0540265841143446,3,d
1,-0.058,2,0.3,0.0955196314900764,3,NS
1,-0.114,2,0.07,0.0264007575648881,3,NS
1,-0.169,2,0.24,0.0735459040327875,3,NS
1,-0.222,2,0.25,0.0764852927038917,3,NS
1,-0.273,2,0.127,0.093148322582857,3,NS
1,-0.324,2,0.179,0.0980188247226011,3,NS
1,-0.421,2,0.13,0.0971699542039616,3,NS
1,-0.468,2,0.153,0.0787579202366339,3,NS
1,-0.514,2,0.207,0.095081070671296,3,NS
1,-0.559,2,0.032,0.0726371805620234,3,NS
1,-0.603,2,0.065,0.0989406387689103,3,NS
1,-0.647,2,0.143,0.0762194856975563,3,NS
1,-0.69,2,0.061,0.065604039509774,3,NS
1,-0.773,2,0.22,0.0670820393249937,3,NS
1,-0.814,2,0.114,0.0673323102232501,3,NS
1,-0.854,2,0.123,0.0730110265644854,3,NS
1,-0.893,2,0.202,0.095647059547066,3,NS
1,-0.932,2,0.125,0.0776546843403538,3,NS
1,-0.97,2,0.022,0.0673242898217277,3,NS
